n,e,d6,num_digons,num_distinct_eigenvalues,spectrum,max_eig,min_eig
5,14,&D^^WP?,4,2,4.000000;-1.000000;-1.000000;-1.000000;-1.000000,4.000000,-1.000000
5,14,&DXRF^?,4,2,4.000000;-1.000000;-1.000000;-1.000000;-1.000000,4.000000,-1.000000
5,16,&D^^^O?,6,2,4.000000;-1.000000;-1.000000;-1.000000;-1.000000,4.000000,-1.000000
5,16,&D¥ZVN?,6,2,4.000000;-1.000000;-1.000000;-1.000000;-1.000000,4.000000,-1.000000
5,20,&D^^^^?,10,2,4.000000;-1.000000;-1.000000;-1.000000;-1.000000,4.000000,-1.000000
5,13,&D^]WP?,3,4,3.732051;0.267949;-1.000000;-1.000000;-2.000000,3.732051,-2.000000
5,13,&D^^WO?,3,4,3.732051;0.267949;-1.000000;-1.000000;-2.000000,3.732051,-2.000000
5,13,&D¥ZO]?,3,4,3.732051;0.267949;-1.000000;-1.000000;-2.000000,3.732051,-2.000000
5,13,&D¥ZON?,3,4,3.732051;0.267949;-1.000000;-1.000000;-2.000000,3.732051,-2.000000
5,13,&DXQF^?,3,4,3.732051;0.267949;-1.000000;-1.000000;-2.000000,3.732051,-2.000000
5,13,&DXRF]?,3,4,3.732051;0.267949;-1.000000;-1.000000;-2.000000,3.732051,-2.000000
5,15,&D^^[P?,5,4,3.732051;0.267949;-1.000000;-1.000000;-2.000000,3.732051,-2.000000
5,15,&D^^]O?,5,4,3.732051;0.267949;-1.000000;-1.000000;-2.000000,3.732051,-2.000000
5,15,&D¥RF^?,5,4,3.732051;0.267949;-1.000000;-1.000000;-2.000000,3.732051,-2.000000
5,15,&D¥ZUN?,5,4,3.732051;0.267949;-1.000000;-1.000000;-2.000000,3.732051,-2.000000
5,17,&D^^^W?,7,4,3.732051;0.267949;-1.000000;-1.000000;-2.000000,3.732051,-2.000000
5,17,&D^ZVN?,7,4,3.732051;0.267949;-1.000000;-1.000000;-2.000000,3.732051,-2.000000
5,19,&D^^^]?,9,4,3.732051;0.267949;-1.000000;-1.000000;-2.000000,3.732051,-2.000000
5,12,&D^[XO?,2,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,12,&D^[PB?,2,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,12,&D¥WX[?,2,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,12,&D¥WPN?,2,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,14,&D^]XP?,4,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,14,&D^^[O?,4,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,14,&D^VNO?,4,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,16,&D^VNU?,6,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,16,&D^^]P?,6,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,14,&D¥ZSN?,4,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,14,&D¥RFN?,4,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,16,&D^^[X?,6,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,18,&D^^^[?,8,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,18,&D^^VN?,8,4,3.626198;0.515138;-1.000000;-1.000000;-2.141336,3.626198,-2.141336
5,13,&D^]XO?,3,5,3.520147;0.557537;-0.284079;-1.793604;-2.000000,3.520147,-2.000000
5,13,&D¥YPN?,3,5,3.520147;0.557537;-0.284079;-1.793604;-2.000000,3.520147,-2.000000
5,15,&D^VNS?,5,5,3.520147;0.557537;-0.284079;-1.793604;-2.000000,3.520147,-2.000000
5,17,&D^^]X?,7,5,3.520147;0.557537;-0.284079;-1.793604;-2.000000,3.520147,-2.000000
5,12,&D^]WO?,2,5,3.449490;0.414214;0.000000;-1.449490;-2.414214,3.449490,-2.414214
5,14,&D^]ZO?,4,5,3.449490;0.414214;0.000000;-1.449490;-2.414214,3.449490,-2.414214
5,12,&D¥YO]?,2,5,3.449490;0.414214;0.000000;-1.449490;-2.414214,3.449490,-2.414214
5,12,&D¥YON?,2,5,3.449490;0.414214;0.000000;-1.449490;-2.414214,3.449490,-2.414214
5,14,&D¥YRN?,4,5,3.449490;0.414214;0.000000;-1.449490;-2.414214,3.449490,-2.414214
5,12,&DXQF]?,2,5,3.449490;0.414214;0.000000;-1.449490;-2.414214,3.449490,-2.414214
5,14,&D^][P?,4,5,3.449490;0.414214;0.000000;-1.449490;-2.414214,3.449490,-2.414214
5,16,&D^^[T?,6,5,3.449490;0.414214;0.000000;-1.449490;-2.414214,3.449490,-2.414214
5,14,&D¥]SN?,4,5,3.449490;0.414214;0.000000;-1.449490;-2.414214,3.449490,-2.414214
5,16,&D¥VF^?,6,5,3.449490;0.414214;0.000000;-1.449490;-2.414214,3.449490,-2.414214
5,16,&D^^]W?,6,5,3.449490;0.414214;0.000000;-1.449490;-2.414214,3.449490,-2.414214
5,18,&D^^]Z?,8,5,3.449490;0.414214;0.000000;-1.449490;-2.414214,3.449490,-2.414214
5,16,&D^ZUN?,6,5,3.449490;0.414214;0.000000;-1.449490;-2.414214,3.449490,-2.414214
5,12,&D^[X@?,2,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,12,&D^WXS?,2,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,12,&D^WPF?,2,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,12,&D¥WXL?,2,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,14,&D^]PR?,4,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,14,&D^]YP?,4,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,14,&D^^OR?,4,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,14,&D¥ZO^?,4,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,14,&D¥RB^?,4,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,14,&D^^[@?,4,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,14,&D^^LO?,4,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,14,&D^VN@?,4,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,16,&D^^]Q?,6,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,16,&D^^^@?,6,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,16,&D^ZVF?,6,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,14,&D¥ZS]?,4,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,14,&D¥ZDN?,4,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,14,&D¥RF]?,4,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,16,&D¥ZU^?,6,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,18,&D^^^L?,8,4,3.372281;1.000000;-1.000000;-1.000000;-2.372281,3.372281,-2.372281
5,11,&D^[WO?,1,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,11,&D¥WW[?,1,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,11,&D¥WO]?,1,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,11,&D¥WON?,1,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,11,&DXO][?,1,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,11,&DXOU]?,1,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,11,&DXOF]?,1,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,11,&DPB][?,1,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,13,&D^][O?,3,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,15,&D^][R?,5,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,17,&D^VNV?,7,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,17,&D^^]R?,7,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,13,&D¥YSN?,3,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,15,&D¥][N?,5,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,15,&D^^[W?,5,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,15,&D^ZSN?,5,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,15,&D^RF]?,5,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,17,&D^^][?,7,5,3.360073;0.655762;-0.339102;-1.000000;-2.676733,3.360073,-2.676733
5,13,&D^]X@?,3,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,13,&D^]PB?,3,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,13,&D^YXS?,3,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,13,&D^]YO?,3,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,15,&D^]YR?,5,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,13,&D¥]WJ?,3,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,13,&D¥]PJ?,3,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,13,&D¥YX[?,3,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,13,&D¥YP]?,3,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,13,&D¥YQN?,3,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,13,&DXYTN?,3,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,15,&D^^LQ?,5,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,15,&D^^[S?,5,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,15,&D^VFU?,5,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,15,&D¥VF]?,5,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,17,&D^^]Y?,7,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,17,&D^Z]¥?,7,5,3.230094;1.144225;-0.436353;-1.573355;-2.364612,3.230094,-2.364612
5,13,&D^]OR?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&D^]@R?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&D^YWT?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&D^QYT?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&D^^OQ?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&D^^OB?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&D^ZOU?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&D^ZOF?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&D¥Z@]?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&D¥Z@N?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&D¥RB]?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&D¥RBN?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&DX]DZ?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&DXYD^?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&DXQ]¥?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,13,&DXQU^?,3,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,15,&D^^LP?,5,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,15,&D^VNP?,5,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,15,&D^RFV?,5,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,15,&D^^]@?,5,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,15,&D^^UQ?,5,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,15,&D¥^[X?,5,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,15,&D¥ZS^?,5,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,15,&D¥ZD^?,5,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,15,&D¥Z]L?,5,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,15,&D¥ZU]?,5,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,17,&D^^^H?,7,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,17,&D^^VJ?,7,4,3.210184;1.260711;-1.000000;-1.000000;-2.470896,3.210184,-2.470896
5,12,&D^]OB?,2,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,12,&D^YWS?,2,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,12,&D¥]OJ?,2,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,12,&D¥YW[?,2,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,12,&D¥Y@N?,2,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,12,&D¥QQ]?,2,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,12,&DXYDN?,2,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,12,&DXQU]?,2,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,14,&D^][Q?,4,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,14,&D^][B?,4,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,16,&D^^LR?,6,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,16,&D^VNT?,6,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,16,&D^VFV?,6,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,14,&D¥][J?,4,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,14,&D¥Y[N?,4,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,16,&D^^]H?,6,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,16,&D^Z]L?,6,5,3.134150;1.166810;-0.300594;-1.398585;-2.601780,3.134150,-2.601780
5,16,&D^][V?,6,5,3.077684;0.726543;0.000000;-0.726543;-3.077684,3.077684,-3.077684
5,14,&D^][W?,4,5,3.077684;0.726543;0.000000;-0.726543;-3.077684,3.077684,-3.077684
5,12,&D^WWT?,2,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,12,&D^WWF?,2,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,12,&D¥OZ[?,2,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,12,&D¥ORN?,2,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,14,&D^YXT?,4,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,14,&D^]YB?,4,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,14,&D¥YP^?,4,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,14,&D¥YYN?,4,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,14,&D^^SQ?,4,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,14,&D^VFQ?,4,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,16,&D^Z]T?,6,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,16,&D^Z]F?,6,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,14,&D¥^SJ?,4,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,14,&D¥VFJ?,4,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,16,&D^^SZ?,6,5,3.057787;1.335441;-0.229967;-1.810260;-2.353001,3.057787,-2.353001
5,11,&D^WWS?,1,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,11,&D^WOF?,1,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,11,&D¥OY[?,1,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,11,&D¥OQ]?,1,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,11,&D¥OJL?,1,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,11,&D¥OBN?,1,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,11,&DX@][?,1,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,11,&DX@F]?,1,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,13,&D¥]WX?,3,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,13,&D¥YO^?,3,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,13,&D¥QB^?,3,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,13,&D^][@?,3,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,13,&D^Y[S?,3,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,15,&D^][T?,5,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,15,&D^][F?,5,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,15,&D^^SR?,5,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,15,&D^Z]S?,5,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,15,&D^ZUF?,5,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,17,&D^Z]V?,7,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,13,&D¥]SJ?,3,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,15,&D¥][Z?,5,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
5,13,&D¥YS]?,3,5,3.054796;1.000000;0.161040;-1.493243;-2.722593,3.054796,-2.722593
